,Time,Average Demand,Peak,Off Peak
4,2020-01-06 04:00:00,1404.0,0.0,1404.0
4,2020-02-13 04:00:00,1432.0,0.0,1432.0
4,2020-10-19 04:00:00,1588.0,0.0,1588.0
4,2020-01-23 04:00:00,1411.5,0.0,1411.5
4,2020-10-09 04:00:00,1561.0,0.0,1561.0
4,2020-04-19 04:00:00,930.5,0.0,930.5
4,2020-06-21 04:00:00,973.5,0.0,973.5
4,2020-09-22 04:00:00,1423.0,0.0,1423.0
4,2020-02-14 04:00:00,1448.0,0.0,1448.0
4,2020-09-21 04:00:00,1407.5,0.0,1407.5
4,2020-02-08 04:00:00,1254.0,0.0,1254.0
4,2020-01-24 04:00:00,1320.5,0.0,1320.5
4,2020-04-21 04:00:00,956.5,0.0,956.5
4,2020-10-21 04:00:00,1689.5,0.0,1689.5
4,2020-10-07 04:00:00,1809.5,0.0,1809.5
4,2020-09-17 04:00:00,1738.5,0.0,1738.5
4,2020-06-24 04:00:00,1020.0,0.0,1020.0
4,2020-12-23 04:00:00,1097.5,0.0,1097.5
4,2020-01-13 04:00:00,1339.5,0.0,1339.5
4,2020-10-08 04:00:00,1632.0,0.0,1632.0
4,2020-04-22 04:00:00,892.0,0.0,892.0
4,2020-09-18 04:00:00,1627.5,0.0,1627.5
4,2020-01-25 04:00:00,1339.0,0.0,1339.0
4,2020-10-20 04:00:00,1847.0,0.0,1847.0
4,2020-12-24 04:00:00,998.0,0.0,998.0
4,2020-06-23 04:00:00,947.0,0.0,947.0
4,2020-09-19 04:00:00,1494.5,0.0,1494.5
4,2020-02-12 04:00:00,1414.5,0.0,1414.5
4,2020-05-12 04:00:00,899.0,0.0,899.0
4,2020-03-02 04:00:00,1378.0,0.0,1378.0
4,2020-03-19 04:00:00,1199.0,0.0,1199.0
4,2020-12-03 04:00:00,1214.0,0.0,1214.0
4,2020-07-22 04:00:00,1188.5,0.0,1188.5
4,2020-07-17 04:00:00,1306.5,0.0,1306.5
4,2020-05-16 04:00:00,1052.0,0.0,1052.0
4,2020-03-24 04:00:00,1052.0,0.0,1052.0
4,2020-03-22 04:00:00,1023.0,0.0,1023.0
4,2020-07-14 04:00:00,1225.0,0.0,1225.0
4,2020-03-26 04:00:00,999.0,0.0,999.0
4,2020-04-06 04:00:00,1031.0,0.0,1031.0
4,2020-05-17 04:00:00,1069.5,0.0,1069.5
4,2020-06-10 04:00:00,1038.0,0.0,1038.0
4,2020-05-23 04:00:00,1097.5,0.0,1097.5
4,2020-10-29 04:00:00,1745.5,0.0,1745.5
4,2020-03-16 04:00:00,1348.5,0.0,1348.5
4,2020-07-07 04:00:00,1137.5,0.0,1137.5
4,2020-07-11 04:00:00,1234.0,0.0,1234.0
4,2020-05-13 04:00:00,888.5,0.0,888.5
4,2020-03-14 04:00:00,1296.0,0.0,1296.0
4,2020-11-10 04:00:00,1739.0,0.0,1739.0
4,2020-03-23 04:00:00,1010.0,0.0,1010.0
4,2020-05-19 04:00:00,991.0,0.0,991.0
4,2020-07-08 04:00:00,1115.0,0.0,1115.0
4,2020-04-03 04:00:00,1034.5,0.0,1034.5
4,2020-05-22 04:00:00,1031.0,0.0,1031.0
4,2020-12-01 04:00:00,1425.5,0.0,1425.5
4,2020-06-03 04:00:00,1041.5,0.0,1041.5
4,2020-07-06 04:00:00,1180.0,0.0,1180.0
4,2020-07-21 04:00:00,1346.0,0.0,1346.0
4,2020-07-01 04:00:00,899.0,0.0,899.0
4,2020-03-18 04:00:00,1228.5,0.0,1228.5
4,2020-10-30 04:00:00,1702.5,0.0,1702.5
4,2020-06-11 04:00:00,1439.0,0.0,1439.0
4,2020-03-20 04:00:00,1143.0,0.0,1143.0
4,2020-05-20 04:00:00,1048.5,0.0,1048.5
4,2020-05-26 04:00:00,1045.0,0.0,1045.0
4,2020-07-18 04:00:00,1200.0,0.0,1200.0
4,2020-07-10 04:00:00,1176.0,0.0,1176.0
4,2020-03-13 04:00:00,1423.5,0.0,1423.5
4,2020-05-30 04:00:00,1250.0,0.0,1250.0
4,2020-02-23 04:00:00,1360.5,0.0,1360.5
4,2020-03-27 04:00:00,1048.5,0.0,1048.5
4,2020-12-07 04:00:00,1094.0,0.0,1094.0
4,2020-01-08 04:00:00,1299.5,0.0,1299.5
4,2020-12-09 04:00:00,1083.5,0.0,1083.5
4,2020-05-14 04:00:00,1073.0,0.0,1073.0
4,2020-05-28 04:00:00,1177.5,0.0,1177.5
4,2020-07-03 04:00:00,1097.5,0.0,1097.5
4,2020-03-15 04:00:00,1306.5,0.0,1306.5
4,2020-12-05 04:00:00,1118.5,0.0,1118.5
4,2020-05-29 04:00:00,1080.5,0.0,1080.5
4,2020-03-25 04:00:00,1055.5,0.0,1055.5
4,2020-07-02 04:00:00,1161.5,0.0,1161.5
4,2020-07-13 04:00:00,1243.0,0.0,1243.0
4,2020-07-09 04:00:00,1154.5,0.0,1154.5
4,2020-07-23 04:00:00,1140.0,0.0,1140.0
4,2020-02-22 04:00:00,1299.5,0.0,1299.5
4,2020-02-26 04:00:00,1483.5,0.0,1483.5
4,2020-05-18 04:00:00,1052.0,0.0,1052.0
4,2020-05-25 04:00:00,1009.5,0.0,1009.5
4,2020-12-04 04:00:00,1250.0,0.0,1250.0
4,2020-12-02 04:00:00,1157.5,0.0,1157.5
4,2020-03-21 04:00:00,1041.5,0.0,1041.5
4,2020-07-15 04:00:00,1256.5,0.0,1256.5
4,2020-12-06 04:00:00,1104.5,0.0,1104.5
4,2020-01-11 04:00:00,1422.5,0.0,1422.5
4,2020-12-08 04:00:00,1044.5,0.0,1044.5
4,2020-05-27 04:00:00,1264.5,0.0,1264.5
4,2020-03-17 04:00:00,1364.0,0.0,1364.0
4,2020-07-20 04:00:00,1343.5,0.0,1343.5
4,2020-07-12 04:00:00,1051.0,0.0,1051.0
4,2020-07-04 04:00:00,1076.5,0.0,1076.5
4,2020-05-15 04:00:00,1172.5,0.0,1172.5
4,2020-05-21 04:00:00,1020.5,0.0,1020.5
4,2020-10-31 04:00:00,1550.5,0.0,1550.5
4,2020-03-12 04:00:00,1459.5,0.0,1459.5
4,2020-07-05 04:00:00,1159.5,0.0,1159.5
4,2020-12-10 04:00:00,1147.0,0.0,1147.0
4,2020-07-19 04:00:00,1195.5,0.0,1195.5
4,2020-07-16 04:00:00,1249.0,0.0,1249.0
5,2020-10-30 05:00:00,1728.0,0.0,1728.0
5,2020-06-04 05:00:00,1013.5,0.0,1013.5
5,2020-02-14 05:00:00,1509.5,0.0,1509.5
5,2020-04-16 05:00:00,942.0,0.0,942.0
5,2020-12-18 05:00:00,1271.5,0.0,1271.5
5,2020-02-29 05:00:00,1426.0,0.0,1426.0
5,2020-04-19 05:00:00,927.0,0.0,927.0
5,2020-05-03 05:00:00,1104.5,0.0,1104.5
5,2020-05-01 05:00:00,1118.5,0.0,1118.5
5,2020-04-30 05:00:00,1069.5,0.0,1069.5
5,2020-10-01 05:00:00,1677.5,0.0,1677.5
5,2020-12-26 05:00:00,995.0,0.0,995.0
5,2020-05-15 05:00:00,1140.0,0.0,1140.0
5,2020-06-30 05:00:00,860.0,0.0,860.0
5,2020-05-25 05:00:00,971.5,0.0,971.5
5,2020-07-18 05:00:00,1206.0,0.0,1206.0
5,2020-02-05 05:00:00,1634.5,0.0,1634.5
5,2020-09-07 05:00:00,1688.0,0.0,1688.0
5,2020-04-03 05:00:00,1083.5,0.0,1083.5
5,2020-05-21 05:00:00,1006.5,0.0,1006.5
5,2020-09-25 05:00:00,1645.0,0.0,1645.0
5,2020-02-21 05:00:00,1616.5,0.0,1616.5
5,2020-03-04 05:00:00,1534.0,0.0,1534.0
5,2020-07-06 05:00:00,1138.0,0.0,1138.0
5,2020-09-03 05:00:00,1850.0,0.0,1850.0
5,2020-06-21 05:00:00,945.5,0.0,945.5
5,2020-09-22 05:00:00,1458.5,0.0,1458.5
5,2020-12-08 05:00:00,1097.5,0.0,1097.5
5,2020-03-03 05:00:00,1548.0,0.0,1548.0
5,2020-03-15 05:00:00,1321.0,0.0,1321.0
5,2020-10-09 05:00:00,1515.5,0.0,1515.5
5,2020-06-06 05:00:00,1115.0,0.0,1115.0
5,2020-09-05 05:00:00,1557.5,0.0,1557.5
5,2020-03-23 05:00:00,1055.5,0.0,1055.5
5,2020-10-02 05:00:00,1731.5,0.0,1731.5
5,2020-02-06 05:00:00,1400.0,0.0,1400.0
5,2020-02-15 05:00:00,1547.0,0.0,1547.0
5,2020-06-20 05:00:00,1076.5,0.0,1076.5
5,2020-05-02 05:00:00,972.0,0.0,972.0
5,2020-12-16 05:00:00,1207.0,0.0,1207.0
5,2020-04-17 05:00:00,932.0,0.0,932.0
5,2020-06-13 05:00:00,979.5,0.0,979.5
5,2020-07-19 05:00:00,1187.5,0.0,1187.5
5,2020-02-24 05:00:00,1547.5,0.0,1547.5
5,2020-09-24 05:00:00,1649.5,0.0,1649.5
5,2020-05-29 05:00:00,1115.0,0.0,1115.0
5,2020-07-12 05:00:00,1026.0,0.0,1026.0
5,2020-01-22 05:00:00,1541.5,0.0,1541.5
5,2020-07-02 05:00:00,1055.5,0.0,1055.5
5,2020-10-10 05:00:00,1840.5,0.0,1840.5
5,2020-06-19 05:00:00,1048.5,0.0,1048.5
5,2020-03-02 05:00:00,1494.0,0.0,1494.0
5,2020-11-02 05:00:00,1641.5,0.0,1641.5
5,2020-04-18 05:00:00,938.0,0.0,938.0
5,2020-01-21 05:00:00,1616.0,0.0,1616.0
5,2020-03-26 05:00:00,1052.0,0.0,1052.0
5,2020-09-06 05:00:00,1620.0,0.0,1620.0
5,2020-11-01 05:00:00,1484.0,0.0,1484.0
5,2020-04-04 05:00:00,1002.5,0.0,1002.5
5,2020-10-24 05:00:00,2052.0,0.0,2052.0
5,2020-01-08 05:00:00,1451.0,0.0,1451.0
5,2020-12-27 05:00:00,1009.5,0.0,1009.5
5,2020-09-23 05:00:00,1519.5,0.0,1519.5
5,2020-09-04 05:00:00,1803.0,0.0,1803.0
5,2020-12-17 05:00:00,1199.0,0.0,1199.0
5,2020-10-18 05:00:00,1568.0,0.0,1568.0
5,2020-05-16 05:00:00,1031.0,0.0,1031.0
5,2020-06-07 05:00:00,1055.5,0.0,1055.5
5,2020-12-07 05:00:00,1097.5,0.0,1097.5
5,2020-07-13 05:00:00,1181.5,0.0,1181.5
5,2020-09-13 05:00:00,1651.0,0.0,1651.0
5,2020-07-16 05:00:00,1324.5,0.0,1324.5
5,2020-06-12 05:00:00,1017.0,0.0,1017.0
5,2020-03-17 05:00:00,1377.5,0.0,1377.5
5,2020-12-06 05:00:00,1118.5,0.0,1118.5
5,2020-02-22 05:00:00,1289.0,0.0,1289.0
5,2020-04-26 05:00:00,957.0,0.0,957.0
5,2020-10-07 05:00:00,1759.5,0.0,1759.5
5,2020-09-17 05:00:00,1693.0,0.0,1693.0
5,2020-06-27 05:00:00,764.5,0.0,764.5
5,2020-01-29 05:00:00,1559.0,0.0,1559.0
5,2020-06-24 05:00:00,953.0,0.0,953.0
5,2020-07-05 05:00:00,1091.0,0.0,1091.0
5,2020-12-23 05:00:00,1066.0,0.0,1066.0
5,2020-09-12 05:00:00,1551.0,0.0,1551.0
5,2020-05-19 05:00:00,960.0,0.0,960.0
5,2020-03-16 05:00:00,1455.0,0.0,1455.0
5,2020-10-22 05:00:00,1703.5,0.0,1703.5
5,2020-04-22 05:00:00,874.5,0.0,874.5
5,2020-02-12 05:00:00,1579.5,0.0,1579.5
5,2020-09-18 05:00:00,1611.0,0.0,1611.0
5,2020-04-23 05:00:00,881.5,0.0,881.5
5,2020-04-27 05:00:00,987.5,0.0,987.5
5,2020-10-05 05:00:00,1614.5,0.0,1614.5
5,2020-12-21 05:00:00,1198.5,0.0,1198.5
5,2020-09-15 05:00:00,1547.0,0.0,1547.0
5,2020-01-27 05:00:00,1467.5,0.0,1467.5
5,2020-12-22 05:00:00,1058.0,0.0,1058.0
5,2020-04-05 05:00:00,1052.0,0.0,1052.0
5,2020-10-31 05:00:00,1604.5,0.0,1604.5
5,2020-02-10 05:00:00,1613.0,0.0,1613.0
5,2020-04-24 05:00:00,917.0,0.0,917.0
5,2020-10-06 05:00:00,1792.0,0.0,1792.0
5,2020-05-18 05:00:00,1027.0,0.0,1027.0
5,2020-06-26 05:00:00,857.5,0.0,857.5
5,2020-02-27 05:00:00,1587.0,0.0,1587.0
5,2020-09-14 05:00:00,1995.0,0.0,1995.0
5,2020-05-27 05:00:00,1063.5,0.0,1063.5
5,2020-06-25 05:00:00,846.5,0.0,846.5
5,2020-04-25 05:00:00,975.5,0.0,975.5
5,2020-12-10 05:00:00,1202.0,0.0,1202.0
5,2020-09-16 05:00:00,1672.0,0.0,1672.0
5,2020-01-28 05:00:00,1515.5,0.0,1515.5
5,2020-07-15 05:00:00,1231.0,0.0,1231.0
5,2020-02-11 05:00:00,1537.0,0.0,1537.0
5,2020-01-26 05:00:00,1419.5,0.0,1419.5
5,2020-07-04 05:00:00,1112.0,0.0,1112.0
5,2020-01-25 05:00:00,1285.5,0.0,1285.5
5,2020-12-20 05:00:00,1115.0,0.0,1115.0
5,2020-03-25 05:00:00,1041.5,0.0,1041.5
5,2020-06-29 05:00:00,1009.0,0.0,1009.0
5,2020-01-31 05:00:00,1566.5,0.0,1566.5
5,2020-02-13 05:00:00,1641.5,0.0,1641.5
5,2020-05-26 05:00:00,1016.0,0.0,1016.0
5,2020-09-20 05:00:00,1442.0,0.0,1442.0
5,2020-09-09 05:00:00,1886.0,0.0,1886.0
5,2020-06-22 05:00:00,994.5,0.0,994.5
5,2020-06-10 05:00:00,1020.5,0.0,1020.5
5,2020-12-25 05:00:00,1271.5,0.0,1271.5
5,2020-04-29 05:00:00,954.0,0.0,954.0
5,2020-04-20 05:00:00,924.0,0.0,924.0
5,2020-10-23 05:00:00,1802.0,0.0,1802.0
5,2020-04-07 05:00:00,1004.5,0.0,1004.5
5,2020-05-20 05:00:00,1023.5,0.0,1023.5
5,2020-10-19 05:00:00,1693.5,0.0,1693.5
5,2020-03-18 05:00:00,1268.0,0.0,1268.0
5,2020-03-01 05:00:00,1396.5,0.0,1396.5
5,2020-09-21 05:00:00,1425.5,0.0,1425.5
5,2020-09-08 05:00:00,1760.5,0.0,1760.5
5,2020-10-03 05:00:00,1658.0,0.0,1658.0
5,2020-01-23 05:00:00,1498.5,0.0,1498.5
5,2020-05-28 05:00:00,1236.5,0.0,1236.5
5,2020-06-08 05:00:00,983.0,0.0,983.0
5,2020-07-03 05:00:00,1052.0,0.0,1052.0
5,2020-06-03 05:00:00,1024.0,0.0,1024.0
5,2020-02-09 05:00:00,1425.0,0.0,1425.0
5,2020-03-24 05:00:00,1090.5,0.0,1090.5
5,2020-10-20 05:00:00,1858.0,0.0,1858.0
5,2020-09-11 05:00:00,1654.0,0.0,1654.0
5,2020-05-17 05:00:00,1041.5,0.0,1041.5
5,2020-06-23 05:00:00,979.5,0.0,979.5
5,2020-04-21 05:00:00,942.0,0.0,942.0
5,2020-07-14 05:00:00,1228.0,0.0,1228.0
5,2020-01-30 05:00:00,1584.0,0.0,1584.0
5,2020-06-28 05:00:00,839.5,0.0,839.5
5,2020-02-07 05:00:00,1433.0,0.0,1433.0
5,2020-09-19 05:00:00,1480.5,0.0,1480.5
5,2020-04-28 05:00:00,938.0,0.0,938.0
5,2020-07-17 05:00:00,1238.5,0.0,1238.5
5,2020-12-24 05:00:00,1020.5,0.0,1020.5
5,2020-01-06 05:00:00,1389.0,0.0,1389.0
5,2020-09-10 05:00:00,1880.0,0.0,1880.0
5,2020-12-05 05:00:00,1125.5,0.0,1125.5
5,2020-10-08 05:00:00,1609.0,0.0,1609.0
5,2020-02-08 05:00:00,1395.5,0.0,1395.5
5,2020-01-24 05:00:00,1477.0,0.0,1477.0
5,2020-12-19 05:00:00,1118.5,0.0,1118.5
5,2020-10-04 05:00:00,1569.0,0.0,1569.0
5,2020-02-16 05:00:00,1371.5,0.0,1371.5
5,2020-10-21 05:00:00,1735.5,0.0,1735.5
5,2020-03-19 05:00:00,1228.0,0.0,1228.0
5,2020-03-10 05:00:00,1693.0,0.0,1693.0
5,2020-04-13 05:00:00,1162.5,0.0,1162.5
5,2020-03-20 05:00:00,1187.5,0.0,1187.5
5,2020-10-15 05:00:00,1757.0,0.0,1757.0
5,2020-10-16 05:00:00,1821.0,0.0,1821.0
5,2020-04-08 05:00:00,1052.0,0.0,1052.0
5,2020-12-13 05:00:00,1150.5,0.0,1150.5
5,2020-05-07 05:00:00,923.5,0.0,923.5
5,2020-11-08 05:00:00,1584.0,0.0,1584.0
5,2020-05-10 05:00:00,878.0,0.0,878.0
5,2020-06-11 05:00:00,1487.5,0.0,1487.5
5,2020-03-30 05:00:00,1069.5,0.0,1069.5
5,2020-06-16 05:00:00,987.5,0.0,987.5
5,2020-07-29 05:00:00,1465.0,0.0,1465.0
5,2020-09-30 05:00:00,1896.5,0.0,1896.5
5,2020-05-24 05:00:00,971.0,0.0,971.0
5,2020-01-03 05:00:00,1335.5,0.0,1335.5
5,2020-07-08 05:00:00,1104.5,0.0,1104.5
5,2020-07-21 05:00:00,1313.0,0.0,1313.0
5,2020-01-10 05:00:00,1993.5,0.0,1993.5
5,2020-05-30 05:00:00,1234.5,0.0,1234.5
5,2020-02-03 05:00:00,1497.0,0.0,1497.0
5,2020-07-25 05:00:00,1328.5,0.0,1328.5
5,2020-12-29 05:00:00,1075.5,0.0,1075.5
5,2020-05-14 05:00:00,1024.0,0.0,1024.0
5,2020-07-09 05:00:00,1167.5,0.0,1167.5
5,2020-11-05 05:00:00,1689.0,0.0,1689.0
5,2020-03-07 05:00:00,1392.5,0.0,1392.5
5,2020-12-11 05:00:00,1243.0,0.0,1243.0
5,2020-06-14 05:00:00,909.5,0.0,909.5
5,2020-04-06 05:00:00,983.5,0.0,983.5
5,2020-09-29 05:00:00,2260.0,0.0,2260.0
5,2020-07-30 05:00:00,1303.0,0.0,1303.0
5,2020-07-01 05:00:00,867.5,0.0,867.5
5,2020-03-12 05:00:00,1508.5,0.0,1508.5
5,2020-10-26 05:00:00,1568.5,0.0,1568.5
5,2020-01-18 05:00:00,1417.0,0.0,1417.0
5,2020-01-17 05:00:00,1529.5,0.0,1529.5
5,2020-06-02 05:00:00,921.0,0.0,921.0
5,2020-03-13 05:00:00,1565.5,0.0,1565.5
5,2020-11-06 05:00:00,1736.0,0.0,1736.0
5,2020-12-09 05:00:00,1111.5,0.0,1111.5
5,2020-10-27 05:00:00,1587.0,0.0,1587.0
5,2020-02-19 05:00:00,1616.0,0.0,1616.0
5,2020-01-13 05:00:00,1470.0,0.0,1470.0
5,2020-10-13 05:00:00,1659.0,0.0,1659.0
5,2020-12-31 05:00:00,938.5,0.0,938.5
5,2020-05-09 05:00:00,857.0,0.0,857.0
5,2020-05-23 05:00:00,1069.5,0.0,1069.5
5,2020-01-16 05:00:00,1526.5,0.0,1526.5
5,2020-11-07 05:00:00,1717.5,0.0,1717.5
5,2020-03-29 05:00:00,1115.0,0.0,1115.0
5,2020-07-27 05:00:00,1515.5,0.0,1515.5
5,2020-07-22 05:00:00,1260.5,0.0,1260.5
5,2020-04-11 05:00:00,942.0,0.0,942.0
5,2020-01-02 05:00:00,1173.5,0.0,1173.5
5,2020-06-09 05:00:00,1181.0,0.0,1181.0
5,2020-06-15 05:00:00,924.0,0.0,924.0
5,2020-12-12 05:00:00,1111.5,0.0,1111.5
5,2020-12-14 05:00:00,1161.5,0.0,1161.5
5,2020-02-01 05:00:00,1339.0,0.0,1339.0
5,2020-01-12 05:00:00,1415.0,0.0,1415.0
5,2020-04-10 05:00:00,1083.5,0.0,1083.5
5,2020-07-26 05:00:00,1370.5,0.0,1370.5
5,2020-07-10 05:00:00,1216.5,0.0,1216.5
5,2020-05-08 05:00:00,996.5,0.0,996.5
5,2020-01-20 05:00:00,1605.5,0.0,1605.5
5,2020-04-12 05:00:00,975.5,0.0,975.5
5,2020-03-27 05:00:00,1055.5,0.0,1055.5
5,2020-03-08 06:00:00,1728.5,0.0,1728.5
5,2020-02-18 05:00:00,1587.5,0.0,1587.5
5,2020-01-15 05:00:00,1554.5,0.0,1554.5
5,2020-11-10 05:00:00,1766.5,0.0,1766.5
5,2020-12-30 05:00:00,960.5,0.0,960.5
5,2020-07-28 05:00:00,1616.5,0.0,1616.5
5,2020-03-22 05:00:00,971.0,0.0,971.0
5,2020-02-02 05:00:00,1352.0,0.0,1352.0
5,2020-12-03 05:00:00,1250.5,0.0,1250.5
5,2020-05-13 05:00:00,846.5,0.0,846.5
5,2020-01-01 05:00:00,1238.5,0.0,1238.5
5,2020-10-28 05:00:00,1806.0,0.0,1806.0
5,2020-10-12 05:00:00,1454.5,0.0,1454.5
5,2020-12-15 05:00:00,1124.0,0.0,1124.0
5,2020-02-04 05:00:00,1505.0,0.0,1505.0
5,2020-07-20 05:00:00,1361.5,0.0,1361.5
5,2020-10-17 05:00:00,1703.5,0.0,1703.5
5,2020-05-05 05:00:00,902.5,0.0,902.5
5,2020-04-09 05:00:00,1037.5,0.0,1037.5
5,2020-07-11 05:00:00,1237.5,0.0,1237.5
5,2020-09-27 05:00:00,2044.5,0.0,2044.5
5,2020-01-07 05:00:00,1443.5,0.0,1443.5
5,2020-05-22 05:00:00,1017.0,0.0,1017.0
5,2020-07-24 05:00:00,1343.5,0.0,1343.5
5,2020-12-28 05:00:00,945.5,0.0,945.5
5,2020-01-14 05:00:00,1494.5,0.0,1494.5
5,2020-09-01 05:00:00,1576.0,0.0,1576.0
5,2020-03-14 05:00:00,1317.0,0.0,1317.0
5,2020-01-09 05:00:00,1552.0,0.0,1552.0
5,2020-02-25 05:00:00,1649.5,0.0,1649.5
5,2020-03-11 05:00:00,1587.0,0.0,1587.0
5,2020-03-05 05:00:00,1533.5,0.0,1533.5
5,2020-04-15 05:00:00,957.0,0.0,957.0
5,2020-05-04 05:00:00,1019.5,0.0,1019.5
5,2020-09-26 05:00:00,1707.0,0.0,1707.0
5,2020-11-03 05:00:00,1547.0,0.0,1547.0
5,2020-01-05 05:00:00,1335.5,0.0,1335.5
5,2020-02-23 05:00:00,1352.5,0.0,1352.5
5,2020-12-02 05:00:00,1184.0,0.0,1184.0
5,2020-05-12 05:00:00,839.0,0.0,839.0
5,2020-11-04 05:00:00,1607.5,0.0,1607.5
5,2020-10-11 05:00:00,1641.5,0.0,1641.5
5,2020-11-09 05:00:00,1672.0,0.0,1672.0
5,2020-06-05 05:00:00,1115.5,0.0,1115.5
5,2020-09-02 05:00:00,1767.5,0.0,1767.5
5,2020-02-20 05:00:00,1609.0,0.0,1609.0
5,2020-06-18 05:00:00,1116.5,0.0,1116.5
5,2020-10-25 05:00:00,1575.5,0.0,1575.5
5,2020-12-04 05:00:00,1217.5,0.0,1217.5
5,2020-10-14 05:00:00,1728.5,0.0,1728.5
5,2020-07-23 05:00:00,1184.5,0.0,1184.5
5,2020-03-09 05:00:00,1551.0,0.0,1551.0
5,2020-01-04 05:00:00,1282.0,0.0,1282.0
5,2020-04-14 05:00:00,990.5,0.0,990.5
5,2020-05-11 05:00:00,991.0,0.0,991.0
5,2020-03-21 05:00:00,1045.0,0.0,1045.0
5,2020-02-17 05:00:00,1473.5,0.0,1473.5
5,2020-04-02 05:00:00,987.5,0.0,987.5
5,2020-06-01 05:00:00,899.0,0.0,899.0
5,2020-03-06 05:00:00,1598.5,0.0,1598.5
5,2020-03-28 05:00:00,965.0,0.0,965.0
5,2020-10-29 05:00:00,1777.5,0.0,1777.5
5,2020-02-26 05:00:00,1595.0,0.0,1595.0
5,2020-09-28 05:00:00,2203.5,0.0,2203.5
5,2020-01-19 05:00:00,1335.0,0.0,1335.0
5,2020-07-31 05:00:00,1284.0,0.0,1284.0
5,2020-05-31 05:00:00,1027.5,0.0,1027.5
5,2020-04-01 05:00:00,953.5,0.0,953.5
5,2020-06-17 05:00:00,942.0,0.0,942.0
5,2020-12-01 05:00:00,1422.0,0.0,1422.0
5,2020-03-31 05:00:00,1118.5,0.0,1118.5
5,2020-07-07 05:00:00,1098.0,0.0,1098.0
5,2020-01-11 05:00:00,1426.5,0.0,1426.5
5,2020-05-06 05:00:00,913.0,0.0,913.0
5,2020-02-28 05:00:00,1519.5,0.0,1519.5
6,2020-05-27 06:00:00,1094.0,1004.0,90.0
6,2020-12-02 06:00:00,1331.5,1230.5,101.0
6,2020-07-09 06:00:00,1264.0,1170.5,93.5
6,2020-02-11 06:00:00,1904.5,1764.0,140.5
6,2020-04-24 06:00:00,888.5,809.5,79.0
6,2020-12-31 06:00:00,934.5,855.5,79.0
6,2020-07-15 06:00:00,1393.0,1288.5,104.5
6,2020-10-14 06:00:00,1821.5,1666.5,155.0
6,2020-04-04 06:00:00,1013.5,0.0,1013.5
6,2020-05-23 06:00:00,1087.0,0.0,1087.0
6,2020-10-20 06:00:00,2066.0,1900.5,165.5
6,2020-04-02 06:00:00,978.5,899.5,79.0
6,2020-12-05 06:00:00,1225.5,0.0,1225.5
6,2020-04-01 06:00:00,1020.0,941.0,79.0
6,2020-01-02 06:00:00,1441.0,1333.0,108.0
6,2020-01-27 06:00:00,1886.5,1753.5,133.0
6,2020-09-15 06:00:00,1554.0,1428.0,126.0
6,2020-01-05 06:00:00,1555.5,0.0,1555.5
6,2020-06-23 06:00:00,935.5,852.5,83.0
6,2020-10-31 06:00:00,1803.0,0.0,1803.0
6,2020-03-24 06:00:00,1126.0,1036.0,90.0
6,2020-01-15 06:00:00,1965.0,1821.0,144.0
6,2020-01-25 06:00:00,1634.5,0.0,1634.5
6,2020-06-24 06:00:00,964.5,885.5,79.0
6,2020-01-03 06:00:00,1681.0,1551.5,129.5
6,2020-01-14 06:00:00,1915.5,1782.5,133.0
6,2020-10-15 06:00:00,1927.0,1772.0,155.0
6,2020-01-04 06:00:00,1432.5,0.0,1432.5
6,2020-12-23 06:00:00,1083.0,1004.0,79.0
6,2020-02-19 06:00:00,1860.5,1716.5,144.0
6,2020-09-17 06:00:00,1777.5,1637.0,140.5
6,2020-03-21 06:00:00,1122.5,0.0,1122.5
6,2020-05-19 06:00:00,995.0,912.0,83.0
6,2020-04-22 06:00:00,864.0,792.0,72.0
6,2020-07-08 06:00:00,1202.5,1112.5,90.0
6,2020-09-16 06:00:00,1785.0,1637.5,147.5
6,2020-04-09 06:00:00,1024.0,941.0,83.0
6,2020-01-26 06:00:00,1480.5,0.0,1480.5
6,2020-06-25 06:00:00,932.0,863.5,68.5
6,2020-10-07 06:00:00,1879.0,1728.0,151.0
6,2020-07-05 06:00:00,1151.0,0.0,1151.0
6,2020-04-10 06:00:00,1059.0,965.5,93.5
6,2020-06-14 06:00:00,939.0,0.0,939.0
6,2020-02-12 06:00:00,1979.5,1828.5,151.0
6,2020-03-17 06:00:00,1504.5,1389.5,115.0
6,2020-10-06 06:00:00,1891.0,1736.0,155.0
6,2020-09-18 06:00:00,1728.0,1587.5,140.5
6,2020-05-24 06:00:00,980.0,0.0,980.0
6,2020-02-20 06:00:00,1994.0,1839.0,155.0
6,2020-04-23 06:00:00,900.0,831.5,68.5
6,2020-04-12 06:00:00,949.5,0.0,949.5
6,2020-07-14 06:00:00,1338.0,1226.5,111.5
6,2020-02-25 06:00:00,1894.5,1739.5,155.0
6,2020-01-19 06:00:00,1543.5,0.0,1543.5
6,2020-03-23 06:00:00,1203.0,1113.0,90.0
6,2020-04-17 06:00:00,867.5,799.0,68.5
6,2020-01-21 06:00:00,2066.0,1918.5,147.5
6,2020-02-28 06:00:00,1915.5,1782.5,133.0
6,2020-07-07 06:00:00,1192.5,1106.0,86.5
6,2020-06-20 06:00:00,1014.0,0.0,1014.0
6,2020-04-14 06:00:00,972.0,889.0,83.0
6,2020-02-15 06:00:00,1731.5,0.0,1731.5
